,init_node,term_node,capacity,length,free_flow_time,b,power,speed,critical_speed,lanes
16171,7288,7271,1705,0.312,0.42,0.25,4,45,36.0,1
16172,7288,7287,1705,0.272,0.36,0.25,4,45,36.0,1
16173,7288,7343,1705,0.752,1.0,0.25,4,45,36.0,1
16174,7288,10725,1662,0.039,0.06,0.25,4,40,32.0,1
16175,7289,3020,2880,0.32,0.8,0.25,4,24,19.2,2
16176,7289,24985,1705,0.082,0.11,0.25,4,45,36.0,1
16177,7289,24986,1705,0.131,0.17,0.25,4,45,36.0,1
16178,7289,28813,1705,0.13,0.17,0.25,4,45,36.0,1
16179,7290,7262,1742,0.112,0.13,0.25,4,50,40.0,1
16180,7290,7294,1742,0.096,0.12,0.25,4,50,40.0,1
16181,7290,15835,1705,0.049,0.07,0.25,4,45,36.0,1
16182,7291,7224,1609,1.751,3.0,0.25,4,35,28.0,1
16183,7291,7292,1844,1.783,1.53,0.25,4,70,56.0,1
16184,7291,7296,1844,0.497,0.43,0.25,4,70,56.0,1
16185,7292,7291,1844,1.783,1.53,0.25,4,70,56.0,1
16186,7292,7521,1844,4.407,3.78,0.25,4,70,56.0,1
16187,7293,15796,1742,0.049,0.06,0.25,4,50,40.0,1
16188,7293,15829,1705,0.268,0.36,0.25,4,45,36.0,1
16189,7293,15837,1742,0.061,0.07,0.25,4,50,40.0,1
16190,7293,15838,1705,0.051,0.07,0.25,4,45,36.0,1
16191,7294,7290,1742,0.096,0.12,0.25,4,50,40.0,1
16192,7294,15795,1705,0.032,0.04,0.25,4,45,36.0,1
16193,7294,15821,1742,0.016,0.02,0.25,4,50,40.0,1
16194,7295,980,2880,0.262,0.66,0.25,4,24,19.2,2
16195,7295,10689,1662,0.051,0.08,0.25,4,40,32.0,1
16196,7295,10690,1662,0.047,0.07,0.25,4,40,32.0,1
16197,7295,10691,1662,0.034,0.05,0.25,4,40,32.0,1
16198,7295,10692,1705,0.046,0.06,0.25,4,45,36.0,1
16199,7296,3039,2880,0.423,1.06,0.25,4,24,19.2,2
16200,7296,7217,1844,1.671,1.43,0.25,4,70,56.0,1
16201,7296,7291,1844,0.497,0.43,0.25,4,70,56.0,1
16202,7296,29483,1609,0.242,0.41,0.25,4,35,28.0,1
16203,7297,7259,1662,0.41,0.62,0.25,4,40,32.0,1
16204,7297,7275,1705,0.266,0.35,0.25,4,45,36.0,1
16205,7297,11079,1705,0.084,0.11,0.25,4,45,36.0,1
16206,7298,24222,1705,0.224,0.3,0.25,4,45,36.0,1
16207,7298,24223,1705,0.079,0.11,0.25,4,45,36.0,1
16208,7299,7309,1705,0.196,0.26,0.25,4,45,36.0,1
16209,7299,10583,1662,0.183,0.27,0.25,4,40,32.0,1
16210,7299,10595,1705,0.355,0.47,0.25,4,45,36.0,1
16211,7300,7304,1800,0.199,0.2,0.25,4,60,48.0,1
16212,7300,25034,3600,0.262,0.26,0.25,4,60,48.0,2
16213,7301,7264,1662,0.537,0.81,0.25,4,40,32.0,1
16214,7301,8332,1609,0.245,0.42,0.25,4,35,28.0,1
16215,7301,8335,1609,0.414,0.71,0.25,4,35,28.0,1
16216,7301,10982,1662,0.277,0.42,0.25,4,40,32.0,1
16217,7302,957,2880,0.173,0.43,0.25,4,24,19.2,2
16218,7302,10988,1662,0.042,0.06,0.25,4,40,32.0,1
16219,7302,28146,1609,0.048,0.08,0.25,4,35,28.0,1
16220,7302,31561,1609,0.094,0.16,0.25,4,35,28.0,1
16221,7303,7304,3600,0.13,0.13,0.25,4,60,48.0,2
16222,7303,24987,1705,0.063,0.08,0.25,4,45,36.0,1
16223,7303,25028,3600,0.228,0.23,0.25,4,60,48.0,2
16224,7304,7300,3600,0.199,0.2,0.25,4,60,48.0,2
16225,7304,7303,3600,0.13,0.13,0.25,4,60,48.0,2
16226,7305,11081,1705,0.025,0.03,0.25,4,45,36.0,1
16227,7305,29357,1662,0.34,0.51,0.25,4,40,32.0,1
16228,7306,10992,1705,0.032,0.04,0.25,4,45,36.0,1
16229,7306,11003,1705,0.184,0.25,0.25,4,45,36.0,1
16230,7307,7312,1662,0.073,0.11,0.25,4,40,32.0,1
16231,7307,10992,1705,0.066,0.09,0.25,4,45,36.0,1
16232,7307,28144,1609,0.154,0.26,0.25,4,35,28.0,1
16233,7308,24780,1823,0.21,0.19,0.25,4,65,52.0,1
16234,7308,24781,1823,1.102,1.02,0.25,4,65,52.0,1
16235,7309,7299,1705,0.196,0.26,0.25,4,45,36.0,1
16236,7309,10579,1662,0.222,0.33,0.25,4,40,32.0,1
16237,7309,10586,1662,0.133,0.2,0.25,4,40,32.0,1
16238,7309,10592,1662,0.034,0.05,0.25,4,40,32.0,1
16239,7310,7329,1662,0.469,0.7,0.25,4,40,32.0,1
16240,7310,10579,1609,0.035,0.06,0.25,4,35,28.0,1
16241,7310,10585,1662,0.066,0.1,0.25,4,40,32.0,1
16242,7311,15787,1705,0.079,0.11,0.25,4,45,36.0,1
16243,7311,15793,1705,0.13,0.17,0.25,4,45,36.0,1
16244,7312,7307,1662,0.073,0.11,0.25,4,40,32.0,1
16245,7312,7318,1662,0.088,0.13,0.25,4,40,32.0,1
16246,7312,29357,1662,0.11,0.17,0.25,4,40,32.0,1
16247,7313,11075,1705,0.213,0.28,0.25,4,45,36.0,1
16248,7313,11076,1705,0.067,0.09,0.25,4,45,36.0,1
16249,7313,11077,1705,0.041,0.05,0.25,4,45,36.0,1
16250,7314,7342,1662,0.355,0.53,0.25,4,40,32.0,1
16251,7314,10626,1662,0.261,0.39,0.25,4,40,32.0,1
16252,7314,10679,1662,0.17,0.26,0.25,4,40,32.0,1
16253,7314,10687,1662,0.303,0.45,0.25,4,40,32.0,1
16254,7315,15857,1705,0.035,0.05,0.25,4,45,36.0,1
16255,7315,15858,1705,0.227,0.3,0.25,4,45,36.0,1
16256,7316,11084,1705,0.067,0.09,0.25,4,45,36.0,1
16257,7316,11087,1705,0.114,0.15,0.25,4,45,36.0,1
16258,7317,10687,1662,0.275,0.41,0.25,4,40,32.0,1
16259,7317,10695,1662,0.024,0.04,0.25,4,40,32.0,1
16260,7317,10696,1662,0.029,0.04,0.25,4,40,32.0,1
16261,7317,10697,1705,0.024,0.03,0.25,4,45,36.0,1
16262,7318,7312,1662,0.088,0.13,0.25,4,40,32.0,1
16263,7318,7324,1662,0.046,0.07,0.25,4,40,32.0,1
16264,7318,28145,1609,0.194,0.33,0.25,4,35,28.0,1
16265,7319,961,2880,0.149,0.37,0.25,4,24,19.2,2
16266,7319,10993,1609,0.025,0.04,0.25,4,35,28.0,1
16267,7319,11092,1609,0.037,0.06,0.25,4,35,28.0,1
16268,7319,28148,1609,0.054,0.09,0.25,4,35,28.0,1
16269,7320,10917,1662,0.086,0.13,0.25,4,40,32.0,1
16270,7320,10922,1662,0.214,0.32,0.25,4,40,32.0,1
16271,7320,10982,1662,0.15,0.23,0.25,4,40,32.0,1
16272,7320,10995,1609,0.249,0.43,0.25,4,35,28.0,1
16273,7321,10994,1705,0.034,0.05,0.25,4,45,36.0,1
16274,7321,10995,1609,0.064,0.11,0.25,4,35,28.0,1
16275,7321,28197,1609,0.352,0.6,0.25,4,35,28.0,1
16276,7321,31560,1609,0.187,0.32,0.25,4,35,28.0,1
16277,7322,24236,1705,0.064,0.09,0.25,4,45,36.0,1
16278,7322,24237,1773,0.109,0.12,0.25,4,55,44.0,1
16279,7322,32814,1773,0.143,0.16,0.25,4,55,44.0,1
16280,7323,24238,1773,0.068,0.07,0.25,4,55,44.0,1
16281,7323,24983,1705,0.124,0.17,0.25,4,45,36.0,1
16282,7323,24984,3600,0.165,0.17,0.25,4,60,48.0,2
16283,7323,25027,1705,0.178,0.24,0.25,4,45,36.0,1
16284,7323,25030,1609,0.049,0.08,0.25,4,35,28.0,1
16285,7324,7318,1662,0.046,0.07,0.25,4,40,32.0,1
16286,7324,10991,1662,0.201,0.3,0.25,4,40,32.0,1
16287,7325,7336,1705,0.266,0.35,0.25,4,45,36.0,1
16288,7325,24250,1662,0.087,0.13,0.25,4,40,32.0,1
16289,7325,24251,1705,0.166,0.22,0.25,4,45,36.0,1
16290,7326,15884,1705,0.034,0.05,0.25,4,45,36.0,1
16291,7326,33029,1705,0.059,0.08,0.25,4,45,36.0,1
16292,7327,7328,1662,0.142,0.21,0.25,4,40,32.0,1
16293,7327,10383,1705,0.085,0.11,0.25,4,45,36.0,1
16294,7327,10565,1662,0.659,0.99,0.25,4,40,32.0,1
16295,7328,7327,1662,0.142,0.21,0.25,4,40,32.0,1
16296,7328,7329,1662,0.208,0.31,0.25,4,40,32.0,1
16297,7328,10401,1662,0.035,0.05,0.25,4,40,32.0,1
16298,7328,10560,1705,0.022,0.03,0.25,4,45,36.0,1
16299,7329,7310,1662,0.469,0.7,0.25,4,40,32.0,1
16300,7329,7328,1662,0.208,0.31,0.25,4,40,32.0,1
16301,7329,7367,1662,0.445,0.67,0.25,4,40,32.0,1
16302,7329,10576,1662,0.222,0.33,0.25,4,40,32.0,1
16303,7330,7331,1705,0.248,0.33,0.25,4,45,36.0,1
16304,7330,26160,1705,0.038,0.05,0.25,4,45,36.0,1
16305,7330,26161,1705,0.028,0.04,0.25,4,45,36.0,1
16306,7331,924,2880,0.115,0.29,0.25,4,24,19.2,2
16307,7331,7330,1705,0.248,0.33,0.25,4,45,36.0,1
16308,7331,7333,1705,0.17,0.23,0.25,4,45,36.0,1
16309,7332,24235,1705,0.197,0.26,0.25,4,45,36.0,1
16310,7332,32812,1705,0.09,0.12,0.25,4,45,36.0,1
16311,7333,7331,1705,0.17,0.23,0.25,4,45,36.0,1
16312,7333,26160,1705,0.111,0.15,0.25,4,45,36.0,1
16313,7333,27521,1705,0.102,0.14,0.25,4,45,36.0,1
16314,7334,7342,1459,0.571,1.37,0.25,4,25,20.0,1
16315,7334,10576,1662,0.222,0.33,0.25,4,40,32.0,1
16316,7334,10587,1662,0.161,0.24,0.25,4,40,32.0,1
16317,7334,10589,1662,0.077,0.12,0.25,4,40,32.0,1
16318,7335,10909,1742,0.054,0.06,0.25,4,50,40.0,1
16319,7335,10910,1705,0.092,0.12,0.25,4,45,36.0,1
16320,7335,10911,1662,0.069,0.1,0.25,4,40,32.0,1
16321,7335,10912,1662,0.071,0.11,0.25,4,40,32.0,1
16322,7335,10978,1662,0.563,0.84,0.25,4,40,32.0,1
16323,7336,7325,1705,0.266,0.35,0.25,4,45,36.0,1
16324,7336,24235,1705,0.104,0.14,0.25,4,45,36.0,1
16325,7336,24259,1609,0.077,0.13,0.25,4,35,28.0,1
16326,7337,7338,3600,0.343,0.34,0.25,4,60,48.0,2
16327,7337,7385,3600,0.953,0.95,0.25,4,60,48.0,2
16328,7337,24981,3600,0.113,0.11,0.25,4,60,48.0,2
16329,7337,24984,3600,0.149,0.15,0.25,4,60,48.0,2
16330,7338,7337,3600,0.343,0.34,0.25,4,60,48.0,2
16331,7338,25028,3600,0.225,0.23,0.25,4,60,48.0,2
16332,7338,29009,1705,0.674,0.9,0.25,4,45,36.0,1
16333,7339,10707,1662,0.048,0.07,0.25,4,40,32.0,1
16334,7339,10708,1662,0.029,0.04,0.25,4,40,32.0,1
16335,7339,10709,1662,0.077,0.12,0.25,4,40,32.0,1
16336,7339,10710,1662,0.289,0.43,0.25,4,40,32.0,1
16337,7340,10460,1662,0.064,0.1,0.25,4,40,32.0,1
16338,7340,10464,1705,0.072,0.1,0.25,4,45,36.0,1
16339,7340,10465,1705,0.066,0.09,0.25,4,45,36.0,1
16340,7341,7379,1705,0.444,0.59,0.25,4,45,36.0,1
16341,7341,10453,1705,0.057,0.08,0.25,4,45,36.0,1
16342,7341,28918,1662,0.016,0.02,0.25,4,40,32.0,1
16343,7342,7314,1662,0.355,0.53,0.25,4,40,32.0,1
16344,7342,7334,1459,0.571,1.37,0.25,4,25,20.0,1
16345,7342,7377,1662,0.444,0.67,0.25,4,40,32.0,1
16346,7342,29358,1662,0.247,0.37,0.25,4,40,32.0,1
16347,7343,7288,1705,0.752,1.0,0.25,4,45,36.0,1
16348,7343,7358,1662,0.13,0.2,0.25,4,40,32.0,1
16349,7343,10710,1662,0.061,0.09,0.25,4,40,32.0,1
16350,7343,10718,1662,0.121,0.18,0.25,4,40,32.0,1
16351,7344,24223,1705,0.242,0.32,0.25,4,45,36.0,1
16352,7344,24224,1705,0.331,0.44,0.25,4,45,36.0,1
16353,7345,7091,3812,1.705,1.14,0.25,4,90,72.0,2
16354,7345,7346,1823,0.343,0.32,0.25,4,65,52.0,1
16355,7345,7371,3812,0.313,0.21,0.25,4,90,72.0,2
16356,7346,7372,1823,0.378,0.35,0.25,4,65,52.0,1
16357,7346,7373,1705,0.243,0.32,0.25,4,45,36.0,1
16358,7346,19341,1773,0.41,0.45,0.25,4,55,44.0,1
16359,7347,11075,1705,0.22,0.29,0.25,4,45,36.0,1
16360,7347,11148,1705,0.041,0.05,0.25,4,45,36.0,1
16361,7348,7349,1705,0.071,0.09,0.25,4,45,36.0,1
16362,7348,11149,1705,0.088,0.12,0.25,4,45,36.0,1
16363,7349,7348,1705,0.071,0.09,0.25,4,45,36.0,1
16364,7349,11058,1705,0.158,0.21,0.25,4,45,36.0,1
16365,7350,10974,1705,0.053,0.07,0.25,4,45,36.0,1
16366,7350,10975,1662,0.063,0.09,0.25,4,40,32.0,1
16367,7350,10976,1662,0.029,0.04,0.25,4,40,32.0,1
16368,7351,10365,1662,0.052,0.08,0.25,4,40,32.0,1
16369,7351,10366,1662,0.038,0.06,0.25,4,40,32.0,1
16370,7351,10369,1662,0.064,0.1,0.25,4,40,32.0,1
16371,7352,10698,1662,0.026,0.04,0.25,4,40,32.0,1
16372,7352,10700,1662,0.023,0.03,0.25,4,40,32.0,1
16373,7352,10701,1662,0.032,0.05,0.25,4,40,32.0,1
16374,7352,29358,1662,0.211,0.32,0.25,4,40,32.0,1
16375,7353,7254,3484,1.206,1.45,0.25,4,50,40.0,2
16376,7353,10941,1662,0.103,0.15,0.25,4,40,32.0,1
16377,7353,10990,1662,0.189,0.28,0.25,4,40,32.0,1
16378,7353,28196,1609,0.13,0.22,0.25,4,35,28.0,1
16379,7354,952,2880,0.347,0.87,0.25,4,24,19.2,2
16380,7354,10977,1662,0.044,0.07,0.25,4,40,32.0,1
16381,7354,10990,1662,0.135,0.2,0.25,4,40,32.0,1
16382,7354,10991,1662,0.376,0.56,0.25,4,40,32.0,1
16383,7355,7195,1800,2.755,2.76,0.25,4,60,48.0,1
16384,7355,24719,1800,2.434,2.43,0.25,4,60,48.0,1
16385,7355,33107,1800,2.768,2.77,0.25,4,60,48.0,1
16386,7356,24492,1705,0.032,0.04,0.25,4,45,36.0,1
16387,7356,24493,1705,0.085,0.11,0.25,4,45,36.0,1
16388,7357,10918,1705,0.04,0.05,0.25,4,45,36.0,1
16389,7357,10919,1705,0.114,0.15,0.25,4,45,36.0,1
16390,7357,10920,1662,0.12,0.18,0.25,4,40,32.0,1
16391,7357,29359,1705,0.169,0.23,0.25,4,45,36.0,1
16392,7358,7343,1662,0.13,0.2,0.25,4,40,32.0,1
16393,7358,7359,1662,0.156,0.23,0.25,4,40,32.0,1
16394,7358,10713,1662,0.046,0.07,0.25,4,40,32.0,1
16395,7358,10714,1662,0.175,0.26,0.25,4,40,32.0,1
16396,7359,7358,1662,0.156,0.23,0.25,4,40,32.0,1
16397,7359,10705,1662,0.03,0.05,0.25,4,40,32.0,1
16398,7359,10706,1662,0.061,0.09,0.25,4,40,32.0,1
16399,7360,968,2880,0.224,0.56,0.25,4,24,19.2,2
16400,7360,7374,1662,0.182,0.27,0.25,4,40,32.0,1
16401,7360,10711,1662,0.044,0.07,0.25,4,40,32.0,1
16402,7360,10911,1662,0.209,0.31,0.25,4,40,32.0,1
16403,7361,15771,1705,0.079,0.11,0.25,4,45,36.0,1
16404,7361,15772,1662,0.209,0.31,0.25,4,40,32.0,1
16405,7362,994,2880,0.179,0.45,0.25,4,24,19.2,2
16406,7362,10590,1705,0.042,0.06,0.25,4,45,36.0,1
16407,7362,10591,1705,0.031,0.04,0.25,4,45,36.0,1
16408,7362,10633,1662,0.221,0.33,0.25,4,40,32.0,1
16409,7363,10941,1662,0.16,0.24,0.25,4,40,32.0,1
16410,7363,10942,1662,0.077,0.12,0.25,4,40,32.0,1
16411,7363,28197,1609,0.33,0.57,0.25,4,35,28.0,1
16412,7363,29359,1705,0.265,0.35,0.25,4,45,36.0,1
16413,7364,7365,1705,0.219,0.29,0.25,4,45,36.0,1
16414,7364,24982,1705,0.136,0.18,0.25,4,45,36.0,1
16415,7364,24999,1609,0.053,0.09,0.25,4,35,28.0,1
16416,7365,7364,1705,0.219,0.29,0.25,4,45,36.0,1
16417,7365,7376,1705,0.204,0.27,0.25,4,45,36.0,1
16418,7366,7368,1705,0.297,0.4,0.25,4,45,36.0,1
16419,7366,10383,1705,0.418,0.56,0.25,4,45,36.0,1
16420,7366,10564,1705,0.034,0.05,0.25,4,45,36.0,1
16421,7367,996,2880,0.172,0.43,0.25,4,24,19.2,2
16422,7367,7329,1662,0.445,0.67,0.25,4,40,32.0,1
16423,7367,10399,1705,0.112,0.15,0.25,4,45,36.0,1
16424,7367,10580,1705,0.106,0.14,0.25,4,45,36.0,1
16425,7368,7366,1705,0.297,0.4,0.25,4,45,36.0,1
16426,7368,10380,1662,0.03,0.05,0.25,4,40,32.0,1
16427,7368,10381,1705,0.03,0.04,0.25,4,45,36.0,1
16428,7369,3024,2880,0.245,0.61,0.25,4,24,19.2,2
16429,7369,24966,1705,0.028,0.04,0.25,4,45,36.0,1
16430,7369,24967,1609,0.049,0.08,0.25,4,35,28.0,1
16431,7369,24969,1705,0.035,0.05,0.25,4,45,36.0,1
16432,7370,24973,1705,0.028,0.04,0.25,4,45,36.0,1
16433,7370,24974,1609,0.332,0.57,0.25,4,35,28.0,1
16434,7370,28302,1705,0.071,0.09,0.25,4,45,36.0,1
16435,7371,7345,3812,0.313,0.21,0.25,4,90,72.0,2
16436,7371,7372,3812,0.371,0.25,0.25,4,90,72.0,2
16437,7372,7371,3812,0.371,0.25,0.25,4,90,72.0,2
16438,7372,7397,3812,0.075,0.05,0.25,4,90,72.0,2
16439,7373,7346,1705,0.243,0.32,0.25,4,45,36.0,1
16440,7373,7371,1823,0.218,0.2,0.25,4,65,52.0,1
16441,7373,19342,1773,0.947,1.03,0.25,4,55,44.0,1
16442,7374,7360,1662,0.182,0.27,0.25,4,40,32.0,1
16443,7374,10717,1662,0.047,0.07,0.25,4,40,32.0,1
16444,7375,7376,1705,0.064,0.09,0.25,4,45,36.0,1
16445,7375,24979,1705,0.028,0.04,0.25,4,45,36.0,1
16446,7375,25004,1609,0.044,0.08,0.25,4,35,28.0,1
16447,7376,7365,1705,0.204,0.27,0.25,4,45,36.0,1
16448,7376,7375,1705,0.064,0.09,0.25,4,45,36.0,1
16449,7376,25001,1662,0.268,0.4,0.25,4,40,32.0,1
16450,7377,7342,1662,0.444,0.67,0.25,4,40,32.0,1
16451,7377,10631,1705,0.262,0.35,0.25,4,45,36.0,1
16452,7377,10703,1705,0.083,0.11,0.25,4,45,36.0,1
16453,7378,24261,1705,0.098,0.13,0.25,4,45,36.0,1
16454,7378,24281,1705,0.179,0.24,0.25,4,45,36.0,1
16455,7379,7341,1705,0.444,0.59,0.25,4,45,36.0,1
16456,7379,10375,1662,0.035,0.05,0.25,4,40,32.0,1
16457,7379,10379,1705,0.021,0.03,0.25,4,45,36.0,1
16458,7380,24776,3647,0.345,0.32,0.25,4,65,52.0,2
16459,7380,24780,1823,0.583,0.54,0.25,4,65,52.0,1
16460,7381,10964,1662,0.064,0.1,0.25,4,40,32.0,1
16461,7381,10965,1705,0.063,0.08,0.25,4,45,36.0,1
16462,7381,10977,1662,0.088,0.13,0.25,4,40,32.0,1
16463,7382,7383,1662,0.131,0.2,0.25,4,40,32.0,1
16464,7382,24282,1705,0.34,0.45,0.25,4,45,36.0,1
16465,7382,24930,3600,0.028,0.03,0.25,4,60,48.0,2
16466,7382,24931,3600,0.043,0.04,0.25,4,60,48.0,2
16467,7383,7382,1662,0.131,0.2,0.25,4,40,32.0,1
16468,7383,7392,1609,0.218,0.37,0.25,4,35,28.0,1
16469,7383,24932,1662,0.078,0.12,0.25,4,40,32.0,1
16470,7384,10920,1662,0.201,0.3,0.25,4,40,32.0,1
16471,7384,10921,1662,0.031,0.05,0.25,4,40,32.0,1
16472,7385,7337,1800,0.953,0.95,0.25,4,60,48.0,1
16473,7385,7438,1800,0.783,0.78,0.25,4,60,48.0,1
16474,7386,10648,1705,0.024,0.03,0.25,4,45,36.0,1
16475,7386,10649,1662,0.037,0.06,0.25,4,40,32.0,1
16476,7386,10650,1662,0.04,0.06,0.25,4,40,32.0,1
16477,7386,10703,1705,0.331,0.44,0.25,4,45,36.0,1
16478,7387,7402,1662,0.237,0.36,0.25,4,40,32.0,1
16479,7387,10942,1662,0.202,0.3,0.25,4,40,32.0,1
16480,7388,10945,1705,0.089,0.12,0.25,4,45,36.0,1
16481,7388,10965,1705,0.078,0.1,0.25,4,45,36.0,1
16482,7389,3015,2880,0.273,0.68,0.25,4,24,19.2,2
16483,7389,24280,1705,0.052,0.07,0.25,4,45,36.0,1
16484,7389,24281,1705,0.028,0.04,0.25,4,45,36.0,1
16485,7389,24282,1705,0.195,0.26,0.25,4,45,36.0,1
16486,7390,24977,1705,0.046,0.06,0.25,4,45,36.0,1
16487,7390,24978,1609,0.077,0.13,0.25,4,35,28.0,1
16488,7390,24988,1705,0.1,0.13,0.25,4,45,36.0,1
16489,7390,25012,1609,0.678,1.16,0.25,4,35,28.0,1
16490,7391,24968,1609,0.056,0.1,0.25,4,35,28.0,1
16491,7391,24978,1609,0.101,0.17,0.25,4,35,28.0,1
16492,7391,25005,1609,0.205,0.35,0.25,4,35,28.0,1
16493,7392,3021,2880,0.243,0.61,0.25,4,24,19.2,2
16494,7392,7383,1609,0.218,0.37,0.25,4,35,28.0,1
16495,7392,7415,1609,0.202,0.35,0.25,4,35,28.0,1
16496,7393,7394,1609,0.229,0.39,0.25,4,35,28.0,1
16497,7393,10635,1662,0.159,0.24,0.25,4,40,32.0,1
16498,7393,10655,1705,0.236,0.31,0.25,4,45,36.0,1
16499,7393,10719,1662,0.032,0.05,0.25,4,40,32.0,1
16500,7394,7398,1662,0.092,0.14,0.25,4,40,32.0,1
16501,7394,10717,1662,0.213,0.32,0.25,4,40,32.0,1
16502,7395,3083,2880,0.915,2.29,0.25,4,24,19.2,2
16503,7395,33107,1800,1.829,1.83,0.25,4,60,48.0,1
16504,7395,33108,1800,1.687,1.69,0.25,4,60,48.0,1
16505,7396,10374,1662,0.07,0.11,0.25,4,40,32.0,1
16506,7396,10375,1662,0.216,0.32,0.25,4,40,32.0,1
16507,7397,7372,3812,0.075,0.05,0.25,4,90,72.0,2
16508,7397,7373,1823,0.248,0.23,0.25,4,65,52.0,1
16509,7397,7550,1878,5.871,4.4,0.25,4,80,64.0,1
16510,7398,7394,1662,0.092,0.14,0.25,4,40,32.0,1
16511,7398,7430,1662,0.744,1.12,0.25,4,40,32.0,1
16512,7398,10660,1662,0.06,0.09,0.25,4,40,32.0,1
16513,7399,7407,1705,0.144,0.19,0.25,4,45,36.0,1
16514,7399,24311,3600,0.103,0.1,0.25,4,60,48.0,2
16515,7399,33030,3600,0.065,0.07,0.25,4,60,48.0,2
16516,7400,11052,1705,0.05,0.07,0.25,4,45,36.0,1
16517,7400,11066,1705,0.116,0.15,0.25,4,45,36.0,1
16518,7400,11067,1705,0.328,0.44,0.25,4,45,36.0,1
16519,7401,10970,1742,0.724,0.87,0.25,4,50,40.0,1
16520,7401,11067,1742,0.049,0.06,0.25,4,50,40.0,1
16521,7402,7387,1662,0.237,0.36,0.25,4,40,32.0,1
16522,7402,7403,1662,0.424,0.64,0.25,4,40,32.0,1
16523,7402,7405,1662,0.617,0.93,0.25,4,40,32.0,1
16524,7402,10946,1662,0.185,0.28,0.25,4,40,32.0,1
16525,7403,7402,1662,0.424,0.64,0.25,4,40,32.0,1
16526,7403,10927,1662,0.055,0.08,0.25,4,40,32.0,1
16527,7403,10928,1662,0.063,0.09,0.25,4,40,32.0,1
16528,7404,24926,1773,0.159,0.17,0.25,4,55,44.0,1
16529,7404,24929,3600,0.065,0.07,0.25,4,60,48.0,2
16530,7405,7402,1662,0.617,0.93,0.25,4,40,32.0,1
16531,7405,10944,1705,0.089,0.12,0.25,4,45,36.0,1
16532,7405,10956,1705,0.025,0.03,0.25,4,45,36.0,1
16533,7406,7407,1705,0.101,0.13,0.25,4,45,36.0,1
16534,7406,24316,3600,0.045,0.05,0.25,4,60,48.0,2
16535,7406,24317,3600,0.078,0.08,0.25,4,60,48.0,2
16536,7407,7399,1705,0.144,0.19,0.25,4,45,36.0,1
16537,7407,7406,1705,0.101,0.13,0.25,4,45,36.0,1
16538,7407,24314,1705,0.114,0.15,0.25,4,45,36.0,1
16539,7408,24278,1705,0.221,0.29,0.25,4,45,36.0,1
16540,7408,24279,1705,0.039,0.05,0.25,4,45,36.0,1
16541,7409,7410,3647,0.484,0.45,0.25,4,65,52.0,2
16542,7409,8874,3647,0.147,0.14,0.25,4,65,52.0,2
16543,7410,7409,3647,0.484,0.45,0.25,4,65,52.0,2
16544,7410,24776,3647,0.23,0.21,0.25,4,65,52.0,2
16545,7410,24777,1705,0.733,0.98,0.25,4,45,36.0,1
16546,7411,24296,1705,0.053,0.07,0.25,4,45,36.0,1
16547,7411,24297,1705,0.167,0.22,0.25,4,45,36.0,1
16548,7411,32436,1662,0.314,0.47,0.25,4,40,32.0,1
16549,7412,10948,1705,0.071,0.09,0.25,4,45,36.0,1
16550,7412,10954,1705,0.034,0.05,0.25,4,45,36.0,1
16551,7412,10957,1662,0.09,0.14,0.25,4,40,32.0,1
16552,7412,10970,1705,0.554,0.74,0.25,4,45,36.0,1
16553,7413,7414,1662,0.041,0.06,0.25,4,40,32.0,1
16554,7413,10647,1662,0.229,0.34,0.25,4,40,32.0,1
16555,7414,7413,1662,0.041,0.06,0.25,4,40,32.0,1
16556,7414,10653,1662,0.015,0.02,0.25,4,40,32.0,1
16557,7414,10654,1662,0.019,0.03,0.25,4,40,32.0,1
16558,7415,7392,1609,0.202,0.35,0.25,4,35,28.0,1
16559,7415,24909,1609,0.052,0.09,0.25,4,35,28.0,1
16560,7415,24910,1609,0.058,0.1,0.25,4,35,28.0,1
16561,7415,24925,1609,0.04,0.07,0.25,4,35,28.0,1
16562,7416,24905,1773,0.033,0.04,0.25,4,55,44.0,1
16563,7416,24906,1609,0.048,0.08,0.25,4,35,28.0,1
16564,7416,24926,1773,0.043,0.05,0.25,4,55,44.0,1
16565,7416,31542,1609,0.267,0.46,0.25,4,35,28.0,1
16566,7417,24988,1705,0.097,0.13,0.25,4,45,36.0,1
16567,7417,24990,1705,0.412,0.55,0.25,4,45,36.0,1
16568,7418,24907,1705,0.245,0.33,0.25,4,45,36.0,1
16569,7418,24911,1609,0.053,0.09,0.25,4,35,28.0,1
16570,7418,24912,1609,0.049,0.08,0.25,4,35,28.0,1
16571,7418,25013,1705,0.261,0.35,0.25,4,45,36.0,1
16572,7419,3060,2880,0.244,0.61,0.25,4,24,19.2,2
16573,7419,7420,1705,0.36,0.48,0.25,4,45,36.0,1
16574,7419,27615,1705,0.75,1.0,0.25,4,45,36.0,1
16575,7420,7419,1705,0.36,0.48,0.25,4,45,36.0,1
16576,7420,24317,3600,0.099,0.1,0.25,4,60,48.0,2
16577,7420,24318,3600,0.108,0.11,0.25,4,60,48.0,2
16578,7421,24315,1705,0.314,0.42,0.25,4,45,36.0,1
16579,7421,24520,1705,0.401,0.53,0.25,4,45,36.0,1
16580,7421,32170,1705,0.15,0.2,0.25,4,45,36.0,1
